index,Date,Day,Student_ID,Student_Name,Course,Course_Code,Instructor,Department,Attendance
27,2023-01-03,Tuesday,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,OD
28,2023-01-03,Tuesday,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,A
29,2023-01-03,Tuesday,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,P
30,2023-01-03,Tuesday,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,P
31,2023-01-03,Tuesday,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,OD
32,2023-01-03,Tuesday,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,S
33,2023-01-03,Tuesday,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,S
34,2023-01-03,Tuesday,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,P
35,2023-01-03,Tuesday,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,P
36,2023-01-03,Tuesday,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,O
37,2023-01-03,Tuesday,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,S
38,2023-01-03,Tuesday,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,A
39,2023-01-03,Tuesday,ST5,Student_5,Physics,PHYS201,Prof. Johnson,Physics,A
40,2023-01-03,Tuesday,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,D
41,2023-01-03,Tuesday,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,D
42,2023-01-03,Tuesday,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,S
43,2023-01-03,Tuesday,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,O
44,2023-01-03,Tuesday,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,O
45,2023-01-03,Tuesday,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,O
46,2023-01-03,Tuesday,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,P
47,2023-01-04,Wednesday,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,D
48,2023-01-04,Wednesday,ST4,Student_4,Mathematics,MATH101,Dr. Smith,Mathematics,S
49,2023-01-04,Wednesday,ST16,Student_16,Mathematics,MATH101,Dr. Smith,Mathematics,OD
50,2023-01-04,Wednesday,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,D
51,2023-01-04,Wednesday,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,A
52,2023-01-04,Wednesday,ST30,Student_30,Mathematics,MATH101,Dr. Smith,Mathematics,D
53,2023-01-04,Wednesday,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,P
54,2023-01-04,Wednesday,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,A
55,2023-01-04,Wednesday,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,A
56,2023-01-04,Wednesday,ST10,Student_10,Mathematics,MATH101,Dr. Smith,Mathematics,D
57,2023-01-04,Wednesday,ST12,Student_12,Mathematics,MATH101,Dr. Smith,Mathematics,P
58,2023-01-04,Wednesday,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,OD
59,2023-01-04,Wednesday,ST2,Student_2,Mathematics,MATH101,Dr. Smith,Mathematics,S
60,2023-01-04,Wednesday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,P
61,2023-01-04,Wednesday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,O
62,2023-01-04,Wednesday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,S
63,2023-01-04,Wednesday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,A
64,2023-01-04,Wednesday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,S
65,2023-01-04,Wednesday,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,S
66,2023-01-04,Wednesday,ST20,Student_20,Mathematics,MATH101,Dr. Smith,Mathematics,S
67,2023-01-05,Thursday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,A
68,2023-01-05,Thursday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,A
69,2023-01-05,Thursday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,O
70,2023-01-05,Thursday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
71,2023-01-05,Thursday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,O
72,2023-01-05,Thursday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
73,2023-01-05,Thursday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,O
74,2023-01-05,Thursday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
75,2023-01-05,Thursday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,P
76,2023-01-05,Thursday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,D
77,2023-01-05,Thursday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,A
78,2023-01-05,Thursday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,D
79,2023-01-05,Thursday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,S
80,2023-01-05,Thursday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,O
81,2023-01-05,Thursday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,O
82,2023-01-05,Thursday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,O
83,2023-01-05,Thursday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,P
84,2023-01-05,Thursday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
85,2023-01-05,Thursday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,D
86,2023-01-05,Thursday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,A
87,2023-01-05,Thursday,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,D
88,2023-01-05,Thursday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
89,2023-01-05,Thursday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,A
90,2023-01-05,Thursday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,P
91,2023-01-05,Thursday,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
92,2023-01-05,Thursday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,S
93,2023-01-05,Thursday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,A
94,2023-01-06,Friday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,A
95,2023-01-06,Friday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,S
96,2023-01-06,Friday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,A
97,2023-01-06,Friday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,P
98,2023-01-06,Friday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,O
99,2023-01-06,Friday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,O
100,2023-01-06,Friday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,A
101,2023-01-06,Friday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
102,2023-01-06,Friday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,D
103,2023-01-06,Friday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,S
104,2023-01-06,Friday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,S
105,2023-01-06,Friday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,P
106,2023-01-06,Friday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
107,2023-01-06,Friday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,A
108,2023-01-06,Friday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,D
109,2023-01-06,Friday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
110,2023-01-06,Friday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,P
111,2023-01-06,Friday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,O
112,2023-01-06,Friday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,O
113,2023-01-06,Friday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,S
114,2023-01-06,Friday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,S
115,2023-01-06,Friday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,O
116,2023-01-09,Monday,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,O
117,2023-01-09,Monday,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,P
118,2023-01-09,Monday,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,O
119,2023-01-09,Monday,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,OD
120,2023-01-09,Monday,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,D
121,2023-01-09,Monday,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,P
122,2023-01-09,Monday,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,A
123,2023-01-09,Monday,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,S
124,2023-01-09,Monday,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,S
125,2023-01-09,Monday,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,D
126,2023-01-09,Monday,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,P
127,2023-01-09,Monday,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,O
128,2023-01-09,Monday,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,D
129,2023-01-09,Monday,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,O
130,2023-01-09,Monday,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,S
131,2023-01-09,Monday,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,D
132,2023-01-09,Monday,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,O
133,2023-01-09,Monday,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,S
134,2023-01-09,Monday,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,S
135,2023-01-09,Monday,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,D
136,2023-01-09,Monday,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,O
137,2023-01-09,Monday,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,OD
138,2023-01-09,Monday,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,A
139,2023-01-09,Monday,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,D
140,2023-01-09,Monday,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,D
141,2023-01-09,Monday,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,D
142,2023-01-09,Monday,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,S
143,2023-01-09,Monday,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,OD
144,2023-01-10,Tuesday,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,P
145,2023-01-10,Tuesday,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,S
146,2023-01-10,Tuesday,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,D
147,2023-01-10,Tuesday,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,OD
148,2023-01-10,Tuesday,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,A
149,2023-01-10,Tuesday,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,P
150,2023-01-10,Tuesday,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,D
151,2023-01-10,Tuesday,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,S
152,2023-01-10,Tuesday,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,OD
153,2023-01-10,Tuesday,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,O
154,2023-01-10,Tuesday,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,P
155,2023-01-10,Tuesday,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,D
156,2023-01-10,Tuesday,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,O
157,2023-01-10,Tuesday,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,S
158,2023-01-10,Tuesday,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,D
159,2023-01-10,Tuesday,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,OD
160,2023-01-10,Tuesday,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,A
161,2023-01-10,Tuesday,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,OD
162,2023-01-10,Tuesday,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,P
163,2023-01-10,Tuesday,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,OD
164,2023-01-10,Tuesday,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,OD
165,2023-01-10,Tuesday,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,S
166,2023-01-10,Tuesday,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,D
167,2023-01-10,Tuesday,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,D
168,2023-01-10,Tuesday,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,P
169,2023-01-10,Tuesday,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,O
170,2023-01-10,Tuesday,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,OD
171,2023-01-10,Tuesday,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,P
172,2023-01-11,Wednesday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,D
173,2023-01-11,Wednesday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,A
174,2023-01-11,Wednesday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,A
175,2023-01-11,Wednesday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,P
176,2023-01-11,Wednesday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,D
177,2023-01-11,Wednesday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,A
178,2023-01-11,Wednesday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,A
179,2023-01-11,Wednesday,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,P
180,2023-01-11,Wednesday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,P
181,2023-01-11,Wednesday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,O
182,2023-01-11,Wednesday,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,O
183,2023-01-11,Wednesday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
184,2023-01-11,Wednesday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,P
185,2023-01-11,Wednesday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,A
186,2023-01-11,Wednesday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,S
187,2023-01-11,Wednesday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
188,2023-01-11,Wednesday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,O
189,2023-01-11,Wednesday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,S
190,2023-01-11,Wednesday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,D
191,2023-01-11,Wednesday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
192,2023-01-11,Wednesday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,P
193,2023-01-11,Wednesday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,D
194,2023-01-11,Wednesday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,P
195,2023-01-11,Wednesday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,O
196,2023-01-11,Wednesday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,A
197,2023-01-11,Wednesday,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
198,2023-01-11,Wednesday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,A
199,2023-01-11,Wednesday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,A
200,2023-01-12,Thursday,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,O
201,2023-01-12,Thursday,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,P
202,2023-01-12,Thursday,ST9,Student_9,Mathematics,MATH101,Dr. Smith,Mathematics,A
203,2023-01-12,Thursday,ST30,Student_30,Mathematics,MATH101,Dr. Smith,Mathematics,S
204,2023-01-12,Thursday,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,S
205,2023-01-12,Thursday,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,O
206,2023-01-12,Thursday,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,P
207,2023-01-12,Thursday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,D
208,2023-01-12,Thursday,ST4,Student_4,Mathematics,MATH101,Dr. Smith,Mathematics,D
209,2023-01-12,Thursday,ST12,Student_12,Mathematics,MATH101,Dr. Smith,Mathematics,OD
210,2023-01-12,Thursday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,OD
211,2023-01-12,Thursday,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,D
212,2023-01-12,Thursday,ST17,Student_17,Mathematics,MATH101,Dr. Smith,Mathematics,S
213,2023-01-12,Thursday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,D
214,2023-01-12,Thursday,ST10,Student_10,Mathematics,MATH101,Dr. Smith,Mathematics,A
215,2023-01-12,Thursday,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,D
216,2023-01-12,Thursday,ST16,Student_16,Mathematics,MATH101,Dr. Smith,Mathematics,S
217,2023-01-12,Thursday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,D
218,2023-01-12,Thursday,ST18,Student_18,Mathematics,MATH101,Dr. Smith,Mathematics,S
219,2023-01-12,Thursday,ST2,Student_2,Mathematics,MATH101,Dr. Smith,Mathematics,OD
220,2023-01-12,Thursday,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,OD
221,2023-01-12,Thursday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,S
222,2023-01-13,Friday,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,OD
223,2023-01-13,Friday,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,A
224,2023-01-13,Friday,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,D
225,2023-01-13,Friday,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,D
226,2023-01-13,Friday,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,S
227,2023-01-13,Friday,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,O
228,2023-01-13,Friday,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,D
229,2023-01-13,Friday,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,OD
230,2023-01-13,Friday,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,D
231,2023-01-13,Friday,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,P
232,2023-01-13,Friday,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,O
233,2023-01-13,Friday,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,D
234,2023-01-13,Friday,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,OD
235,2023-01-13,Friday,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,OD
236,2023-01-13,Friday,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,D
237,2023-01-13,Friday,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,OD
238,2023-01-13,Friday,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,P
239,2023-01-13,Friday,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,A
240,2023-01-13,Friday,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,A
241,2023-01-13,Friday,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,A
242,2023-01-13,Friday,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,A
243,2023-01-13,Friday,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,S
244,2023-01-13,Friday,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,OD
245,2023-01-13,Friday,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,P
246,2023-01-13,Friday,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,O
247,2023-01-13,Friday,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,A
248,2023-01-13,Friday,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,OD
249,2023-01-13,Friday,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,O
250,2023-01-13,Friday,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,OD
251,2023-01-13,Friday,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,P
252,2023-01-16,Monday,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,P
253,2023-01-16,Monday,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,S
254,2023-01-16,Monday,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,S
255,2023-01-16,Monday,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,P
256,2023-01-16,Monday,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,P
257,2023-01-16,Monday,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,A
258,2023-01-16,Monday,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,O
259,2023-01-16,Monday,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,S
260,2023-01-16,Monday,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,O
261,2023-01-16,Monday,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,A
262,2023-01-16,Monday,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,D
263,2023-01-16,Monday,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,O
264,2023-01-16,Monday,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,S
265,2023-01-16,Monday,ST5,Student_5,Physics,PHYS201,Prof. Johnson,Physics,S
266,2023-01-16,Monday,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,O
267,2023-01-16,Monday,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,A
268,2023-01-16,Monday,ST14,Student_14,Physics,PHYS201,Prof. Johnson,Physics,O
269,2023-01-16,Monday,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,D
270,2023-01-16,Monday,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,P
271,2023-01-16,Monday,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,S
272,2023-01-16,Monday,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,O
273,2023-01-16,Monday,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,OD
274,2023-01-16,Monday,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,P
275,2023-01-16,Monday,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,O
276,2023-01-16,Monday,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,O
277,2023-01-16,Monday,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,O
278,2023-01-17,Tuesday,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,A
279,2023-01-17,Tuesday,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,S
280,2023-01-17,Tuesday,ST20,Student_20,Mathematics,MATH101,Dr. Smith,Mathematics,S
281,2023-01-17,Tuesday,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,O
282,2023-01-17,Tuesday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,D
283,2023-01-17,Tuesday,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,OD
