index,Date,Student_ID,Student_Name,Course,Course_Code,Instructor,Department,Attendance
59,2023-01-02,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,OD
60,2023-01-03,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,P
61,2023-01-03,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,D
62,2023-01-03,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,P
63,2023-01-03,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,S
64,2023-01-03,ST5,Student_5,Physics,PHYS201,Prof. Johnson,Physics,D
65,2023-01-03,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,O
66,2023-01-03,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,S
67,2023-01-03,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,D
68,2023-01-03,ST9,Student_9,Physics,PHYS201,Prof. Johnson,Physics,S
69,2023-01-03,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,OD
70,2023-01-03,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,P
71,2023-01-03,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,S
72,2023-01-03,ST13,Student_13,Physics,PHYS201,Prof. Johnson,Physics,A
73,2023-01-03,ST14,Student_14,Physics,PHYS201,Prof. Johnson,Physics,P
74,2023-01-03,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,A
75,2023-01-03,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,O
76,2023-01-03,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,A
77,2023-01-03,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,P
78,2023-01-03,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,O
79,2023-01-03,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,D
80,2023-01-03,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,P
81,2023-01-03,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,A
82,2023-01-03,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,O
83,2023-01-03,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,OD
84,2023-01-03,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,O
85,2023-01-03,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,S
86,2023-01-03,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,P
87,2023-01-03,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,O
88,2023-01-03,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,A
89,2023-01-03,ST30,Student_30,Physics,PHYS201,Prof. Johnson,Physics,D
90,2023-01-04,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,OD
91,2023-01-04,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,O
92,2023-01-04,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,O
93,2023-01-04,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,OD
94,2023-01-04,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,O
95,2023-01-04,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,S
96,2023-01-04,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,D
97,2023-01-04,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,O
98,2023-01-04,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,A
99,2023-01-04,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,S
100,2023-01-04,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,OD
101,2023-01-04,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,OD
102,2023-01-04,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,D
103,2023-01-04,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,O
104,2023-01-04,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,P
105,2023-01-04,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,OD
106,2023-01-04,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,S
107,2023-01-04,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,A
108,2023-01-04,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,OD
109,2023-01-04,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,O
110,2023-01-04,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,O
111,2023-01-04,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,D
112,2023-01-04,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,S
113,2023-01-04,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,P
114,2023-01-04,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,O
115,2023-01-04,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,P
116,2023-01-04,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,O
117,2023-01-04,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,S
118,2023-01-04,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,P
119,2023-01-04,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,P
120,2023-01-05,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,S
121,2023-01-05,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,P
122,2023-01-05,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,OD
123,2023-01-05,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,S
124,2023-01-05,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,S
125,2023-01-05,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,OD
126,2023-01-05,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,S
127,2023-01-05,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,A
128,2023-01-05,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,S
129,2023-01-05,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,OD
130,2023-01-05,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,S
131,2023-01-05,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,D
132,2023-01-05,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,D
133,2023-01-05,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,O
134,2023-01-05,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,OD
135,2023-01-05,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,D
136,2023-01-05,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,D
137,2023-01-05,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,O
138,2023-01-05,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,D
139,2023-01-05,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,OD
140,2023-01-05,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,A
141,2023-01-05,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,P
142,2023-01-05,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,O
143,2023-01-05,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,O
144,2023-01-05,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,A
145,2023-01-05,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,S
146,2023-01-05,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,S
147,2023-01-05,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,S
148,2023-01-05,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,A
149,2023-01-05,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,P
150,2023-01-06,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,A
151,2023-01-06,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,D
152,2023-01-06,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,P
153,2023-01-06,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,D
154,2023-01-06,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,S
155,2023-01-06,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,P
156,2023-01-06,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,D
157,2023-01-06,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,O
158,2023-01-06,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,O
159,2023-01-06,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,P
160,2023-01-06,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,S
161,2023-01-06,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,D
162,2023-01-06,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,S
163,2023-01-06,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,P
164,2023-01-06,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,O
165,2023-01-06,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,O
166,2023-01-06,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,P
167,2023-01-06,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
168,2023-01-06,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,P
169,2023-01-06,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,D
170,2023-01-06,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,S
171,2023-01-06,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,D
172,2023-01-06,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,D
173,2023-01-06,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,P
174,2023-01-06,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,D
175,2023-01-06,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,A
176,2023-01-06,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
177,2023-01-06,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,O
178,2023-01-06,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,D
179,2023-01-06,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,D
180,2023-01-07,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,O
181,2023-01-07,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,O
182,2023-01-07,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
183,2023-01-07,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,P
184,2023-01-07,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,D
185,2023-01-07,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
186,2023-01-07,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,S
187,2023-01-07,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,O
188,2023-01-07,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,P
189,2023-01-07,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,O
190,2023-01-07,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,P
191,2023-01-07,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,A
192,2023-01-07,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,S
193,2023-01-07,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,A
194,2023-01-07,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,A
195,2023-01-07,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,A
196,2023-01-07,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
197,2023-01-07,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,P
198,2023-01-07,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,D
199,2023-01-07,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,O
200,2023-01-07,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,O
201,2023-01-07,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,D
202,2023-01-07,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,O
203,2023-01-07,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,D
204,2023-01-07,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
205,2023-01-07,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,A
206,2023-01-07,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,P
207,2023-01-07,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,P
208,2023-01-07,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,S
209,2023-01-07,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,O
210,2023-01-08,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,P
211,2023-01-08,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,OD
212,2023-01-08,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,S
213,2023-01-08,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,O
214,2023-01-08,ST5,Student_5,Physics,PHYS201,Prof. Johnson,Physics,O
215,2023-01-08,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,O
216,2023-01-08,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,A
217,2023-01-08,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,S
218,2023-01-08,ST9,Student_9,Physics,PHYS201,Prof. Johnson,Physics,A
219,2023-01-08,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,O
220,2023-01-08,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,A
221,2023-01-08,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,P
222,2023-01-08,ST13,Student_13,Physics,PHYS201,Prof. Johnson,Physics,P
223,2023-01-08,ST14,Student_14,Physics,PHYS201,Prof. Johnson,Physics,S
224,2023-01-08,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,P
225,2023-01-08,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,OD
226,2023-01-08,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,O
227,2023-01-08,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,P
228,2023-01-08,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,A
229,2023-01-08,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,D
230,2023-01-08,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,P
231,2023-01-08,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,P
232,2023-01-08,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,A
233,2023-01-08,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,P
234,2023-01-08,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,S
235,2023-01-08,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,O
236,2023-01-08,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,O
237,2023-01-08,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,S
238,2023-01-08,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,D
239,2023-01-08,ST30,Student_30,Physics,PHYS201,Prof. Johnson,Physics,O
240,2023-01-09,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,O
241,2023-01-09,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,S
242,2023-01-09,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,S
243,2023-01-09,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,D
244,2023-01-09,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,A
245,2023-01-09,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,D
246,2023-01-09,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,A
247,2023-01-09,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,A
248,2023-01-09,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,A
249,2023-01-09,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,A
250,2023-01-09,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,S
251,2023-01-09,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,A
252,2023-01-09,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,S
253,2023-01-09,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,OD
254,2023-01-09,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,D
255,2023-01-09,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,A
256,2023-01-09,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,P
257,2023-01-09,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,A
258,2023-01-09,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,S
259,2023-01-09,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,P
260,2023-01-09,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,P
261,2023-01-09,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,D
262,2023-01-09,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,S
263,2023-01-09,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,D
264,2023-01-09,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,D
265,2023-01-09,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,OD
266,2023-01-09,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,S
267,2023-01-09,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,D
268,2023-01-09,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,A
269,2023-01-09,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,OD
270,2023-01-10,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,OD
271,2023-01-10,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,D
272,2023-01-10,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,P
273,2023-01-10,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,P
274,2023-01-10,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,OD
275,2023-01-10,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,O
276,2023-01-10,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,D
277,2023-01-10,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,S
278,2023-01-10,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,O
279,2023-01-10,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,P
280,2023-01-10,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,S
281,2023-01-10,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,D
282,2023-01-10,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,D
283,2023-01-10,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,A
284,2023-01-10,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,S
285,2023-01-10,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,O
286,2023-01-10,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,S
287,2023-01-10,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,OD
288,2023-01-10,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,D
289,2023-01-10,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,OD
290,2023-01-10,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,D
291,2023-01-10,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,D
292,2023-01-10,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,D
293,2023-01-10,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,D
294,2023-01-10,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,P
295,2023-01-10,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,A
296,2023-01-10,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,D
297,2023-01-10,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,O
298,2023-01-10,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,D
299,2023-01-10,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,P
300,2023-01-11,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,O
301,2023-01-11,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,O
302,2023-01-11,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,P
303,2023-01-11,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,D
304,2023-01-11,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,P
305,2023-01-11,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,P
306,2023-01-11,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,S
307,2023-01-11,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,A
308,2023-01-11,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,S
309,2023-01-11,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,O
310,2023-01-11,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,P
311,2023-01-11,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,P
312,2023-01-11,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,P
313,2023-01-11,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
314,2023-01-11,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
315,2023-01-11,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,S
